7938275,      The Hunger Games Trilogy Boxset,Peter Klöss,4.48,915, young-adult,713, fiction,598, fantasy,505, dystopia,367, science-fiction,148, romance
32622051,      Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.28,7528, fiction,2840, contemporary,1235, audiobook,793, adult,699, adult-fiction,608, mental-health
685385,      Living Dead in Dallas,Charlaine Harris,3.96,3497, fantasy,3005, vampires,2277, paranormal,1811, urban-fantasy,1580, romance,1558, fiction
8528486,      Night Road,Kristin Hannah,4.18,727, fiction,261, chick-lit,237, romance,197, contemporary,82, adult-fiction,80, drama
6050678,      Leviathan,Scott Westerfeld,3.91,3341, steampunk,2656, young-adult,1839, fantasy,1343, science-fiction,1011, historical-fiction,707, fiction
6761479,      What I Talk About When I Talk About Running,Ray Porter,3.85,2494, non-fiction,1079, memoir,568, biography,421, japan,337, sports,294, japanese-literature
748610,      Odd Thomas,Dean Koontz,3.97,1876, horror,1366, fiction,981, mystery,858, fantasy,840, thriller,608, paranormal
18050662,      O Livro Negro,Miguel Freitas da Costa,4.26,3271, historical-fiction,1645, fiction,547, historical,207, british-literature,146, literary-fiction,142, audiobook
33336580,      Lord of Shadows,Cassandra Clare,4.47,2950, fantasy,1631, young-adult,644, romance,499, urban-fantasy,479, paranormal,301, young-adult-fantasy
22782139,      The 7 Habits of Highly Effective People,Stephen R. Covey,4.12,4015, self-help,3679, non-fiction,2887, business,1333, personal-development,1108, psychology,1100, leadership
20695879,      Ordinary Grace,Rich Orlow,4.21,1179, fiction,740, mystery,493, historical-fiction,234, coming-of-age,136, book-club,109, audiobook
23836861,      Our Souls at Night,Mark Bramhall,3.92,1381, fiction,211, contemporary,189, literary-fiction,172, romance,138, audiobook,118, adult-fiction
91490,      Stranger in a Strange Land,Robert A. Heinlein,3.92,5730, science-fiction,2724, fiction,1184, classics,569, science-fiction-fantasy,513, fantasy,182, novels
12256023,      The Four Agreements: A Practical Guide to Personal Freedom,Janet Mills,4.15,2026, self-help,1988, non-fiction,1033, spirituality,729, philosophy,458, personal-development,381, psychology
19449970,      The Four Agreements,Miguel Ruiz,4.15,2028, self-help,1989, non-fiction,1032, spirituality,729, philosophy,458, personal-development,381, psychology
9704697,      The Distant Hours,Caroline  Lee,3.87,1239, historical-fiction,1066, fiction,607, mystery,246, historical,235, gothic,111, romance
10690841,      Mezarla Randevu,Jeaniene Frost,4.15,2740, paranormal,2517, vampires,2475, urban-fantasy,2005, romance,1858, fantasy,1790, paranormal-romance
5971165,      The White Queen,Philippa Gregory,3.93,4916, historical-fiction,958, historical,957, fiction,332, romance,210, british-literature,177, adult
12277956,      Switched,Amanda Hocking,3.88,1837, fantasy,1517, young-adult,757, paranormal,604, romance,230, fiction,226, urban-fantasy
20945093,      The Three-Body Problem,Luke Daniels,4.06,4883, science-fiction,2820, fiction,518, china,355, science-fiction-fantasy,271, audiobook,252, fantasy
11003853,      First Grave on the Right,Darynda Jones,4.04,1955, paranormal,1811, urban-fantasy,1332, fantasy,1168, romance,897, mystery,800, paranormal-romance
9279710,      Assassins Apprentice,Paul Boehmer,4.15,14926, fantasy,1499, fiction,638, epic-fantasy,583, high-fantasy,368, science-fiction-fantasy,356, magic
1705961,      The Pearl,Hector Elizondo,3.48,5065, classics,3206, fiction,504, literature,436, school,260, historical-fiction,246, novels
9160695,      Battle Hymn of the Tiger Mother,Amy Chua,3.64,1173, non-fiction,589, parenting,509, memoir,219, biography,98, china,82, biography-memoir
18484929,      Vicious,V.E. Schwab,4.21,5476, fantasy,1728, science-fiction,1228, fiction,1161, adult,721, paranormal,487, young-adult
7182579,      Along for the Ride,Sarah Dessen,4.06,2752, young-adult,1693, romance,1110, contemporary,477, fiction,474, chick-lit,389, realistic-fiction
8554005,      Sing You Home,Jodi Picoult,3.78,943, fiction,224, lgbt,198, contemporary,151, chick-lit,128, romance,122, adult-fiction
13641626,      Fifty Shades Trilogy Bundle,E.L. James,4.11,518, romance,191, erotica,166, fiction,148, bdsm,74, adult,54, contemporary
6432343,      Columbine,Dave Cullen,4.28,3315, non-fiction,1799, true-crime,745, history,504, crime,210, audiobook,187, psychology
2999475,      Jellicoe Road,Melina Marchetta,4.12,2463, young-adult,998, contemporary,559, fiction,556, mystery,549, romance,323, realistic-fiction
29414955,      The Girl with the Lower Back Tattoo,Amy Schumer,3.72,1612, non-fiction,1093, memoir,994, humor,811, audiobook,477, biography,298, comedy
984051,      Name of the Rose,Umberto Eco,4.13,4726, fiction,4204, historical-fiction,2746, mystery,2112, classics,939, historical,725, literature
24357287,      In the Unlikely Event,Judy Blume,3.53,955, fiction,604, historical-fiction,127, adult-fiction,119, audiobook,108, adult,105, historical
31551948,      As You Wish: Inconceivable Tales from the Making of The Princess Bride,Billy Crystal,4.11,2284, non-fiction,929, memoir,575, biography,518, audiobook,269, humor,190, biography-memoir
9640019,      Dead Reckoning,Charlaine Harris,3.79,1816, fantasy,1599, vampires,1291, paranormal,1030, urban-fantasy,802, fiction,725, romance
10845259,      The Bronze Horseman,Paullina Simons,4.3,1916, historical-fiction,1360, romance,714, historical,543, historical-romance,431, fiction,274, war
17187554,      The Coincidence of Callie & Kayden,Jessica Sorensen,4.18,1577, romance,1526, new-adult,568, contemporary,429, young-adult,310, college,294, contemporary-romance
19775051,      Flowers In The Attic,V.C. Andrews,3.82,1984, fiction,1432, horror,902, young-adult,399, mystery,363, classics,281, romance
878249,      Veronika decide morir,Paulo Coelho,3.7,1815, fiction,381, contemporary,314, philosophy,286, novels,174, psychology,163, romance
7159515,      Still Missing,Chevy Stevens,3.98,633, mystery,611, fiction,576, thriller,284, suspense,213, mystery-thriller,189, crime
3086160,      The Hour I First Believed,Wally Lamb,3.81,902, fiction,133, historical-fiction,76, contemporary,65, adult-fiction,54, adult,48, literary-fiction
9136815,      Mere Christianity,C.S. Lewis,4.32,2664, christian,2563, non-fiction,2269, religion,1486, theology,1380, christianity,1062, classics
13614990,      Der Feuerstein,Kirsten Borchardt,3.79,4924, fantasy,2379, young-adult,559, romance,439, young-adult-fantasy,420, magic,360, fiction
19417541,      Ancillary Justice,Ann Leckie,3.97,4036, science-fiction,1310, fiction,612, space-opera,296, science-fiction-fantasy,190, space,185, fantasy
26720727,      Circling the Sun,Katharine McEwan,3.93,1724, historical-fiction,696, fiction,346, africa,210, historical,117, audiobook,99, book-club
18889555,      Kindred,Octavia E. Butler,4.26,2929, historical-fiction,2805, fiction,2289, science-fiction,1437, fantasy,1230, time-travel,658, historical
17371027,      Dad Is Fat,Jim Gaffigan,3.77,1295, humor,1136, non-fiction,481, memoir,455, audiobook,415, comedy,279, parenting
30243883,      Kings Cage,Victoria Aveyard,3.99,3230, fantasy,1894, young-adult,822, dystopia,526, romance,420, fiction,295, young-adult-fantasy
2909286,      Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Patrick Robinson,4.32,1062, non-fiction,694, military-fiction,439, history,339, war,300, biography,160, memoir
25613620,      The Widow,Fiona Barton,3.51,871, mystery,711, fiction,661, thriller,274, crime,239, mystery-thriller,225, suspense
6753664,      Twenties Girl,Sophie Kinsella,3.83,2424, chick-lit,862, romance,730, fiction,394, contemporary,208, humor,164, adult
10649611,      Left Neglected,Lisa Genova,3.97,924, fiction,163, contemporary,97, medical,90, adult-fiction,60, adult,60, book-club
1941895,1776,David McCullough,4.07,6003, history,2521, non-fiction,782, american-history,414, historical,322, american-revolution,273, war
12396794,      Thinking  Fast and Slow,Daniel Kahneman,4.16,6129, non-fiction,5965, psychology,2092, science,1496, business,1272, economics,1196, self-help
20764636,      Beautiful Oblivion,Jamie McGuire,4.11,1182, romance,922, new-adult,362, contemporary,256, contemporary-romance,117, young-adult,114, college
16703,      The Yiddish Policemens Union,Michael Chabon,3.71,2218, fiction,913, mystery,444, science-fiction,396, alternate-history,239, crime,229, jewish
13450036,      The Blind Assassin,Margaret Atwood,3.95,3574, fiction,1263, historical-fiction,554, mystery,410, canada,357, literary-fiction,326, contemporary
25767409,      The Life We Bury,Zach Villa,3.98,921, mystery,842, fiction,274, thriller,263, audiobook,162, mystery-thriller,118, crime
10955326,      The Peach Keeper,Karen  White,3.85,982, fiction,727, magical-realism,563, romance,447, chick-lit,336, fantasy,195, contemporary
32859819,      Nous autres simples mortels,Patrick Ness,3.7,2238, young-adult,1959, fantasy,876, contemporary,547, fiction,370, lgbt,305, paranormal
5965594,      White Oleander,Janet Fitch,3.97,3282, fiction,636, contemporary,274, drama,250, adult-fiction,228, coming-of-age,219, adult
7599029,      My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,3.78,911, non-fiction,894, humor,590, memoir,307, comedy,251, biography,150, chick-lit
28594416,      The Hating Game,Katie Schorr,4.14,5976, romance,2459, contemporary,1295, chick-lit,1003, contemporary-romance,943, fiction,939, adult
5177871,      The 19th Wife,David Ebershoff,3.64,285, historical-fiction,204, historical,152, fiction,132, book-club,76, adult,67, audiobook
32170882,      Meilleurs ennemis,Sally  Thorne,4.14,5971, romance,2460, contemporary,1294, chick-lit,1003, contemporary-romance,943, fiction,938, adult
22908448,      The Winners Crime,Marie Rutkoski,4.11,2732, fantasy,1700, young-adult,1000, romance,266, young-adult-fantasy,237, dystopia,197, high-fantasy
7983368,      Lover Awakened,J.R. Ward,4.44,2580, romance,2540, paranormal,2295, vampires,2279, paranormal-romance,1160, fantasy,619, urban-fantasy
77929,      Mi Ántonia,Willa Cather,3.8,3770, classics,2514, fiction,1007, historical-fiction,365, literature,206, school,204, american
118944,      American Born Chinese,Gene Luen Yang,3.88,3734, graphic-novels,1509, young-adult,896, comics,579, fiction,346, fantasy,208, graphic-novels-comics
11276785,      Seriously... Im Kidding,Ellen DeGeneres,3.7,1425, non-fiction,990, humor,553, audiobook,471, memoir,407, biography,293, comedy
56817,      El padrino,Mario Puzo,4.37,3845, fiction,1958, classics,1378, crime,781, thriller,483, historical-fiction,446, mystery
33230997,      Behind Her Eyes,Sarah Pinborough,3.76,1091, thriller,743, mystery,658, fiction,456, mystery-thriller,290, suspense,214, audiobook
10341221,      The Weird Sisters,Eleanor Brown,3.36,295, fiction,71, family,70, audiobook,70, literary-fiction,62, contemporary,59, book-club
2199,      Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,4.27,4372, history,2198, non-fiction,1810, biography,875, politics,535, american-history,448, civil-war
28258873,      The Kind Worth Killing,Peter  Swanson,4.03,1224, thriller,902, mystery,726, fiction,528, mystery-thriller,324, crime,295, suspense
6065215,      The Strain,Chuck Hogan,3.78,2896, horror,823, fiction,783, vampires,526, fantasy,327, science-fiction,286, thriller
76334,      A New Earth: Awakening to Your Lifes Purpose,Eckhart Tolle,4.09,1145, non-fiction,1119, spirituality,967, self-help,419, philosophy,271, psychology,207, personal-development
4312771,      Drums of Autumn,Davina Porter,4.32,4275, historical-fiction,2152, romance,1670, fantasy,1599, fiction,1298, time-travel,1111, historical
17565845,      Panic,Lauren Oliver,3.56,1548, young-adult,810, contemporary,313, fiction,243, romance,195, realistic-fiction,167, mystery
6515021,      Dreams from My Father: Pergulatan Hidup Obama,Miftahul Jannah Saleh,3.9,2180, non-fiction,1411, biography,1268, memoir,737, politics,380, autobiography,294, history
18950721,      Never Too Far,Abbi Glines,4.19,1511, romance,1436, new-adult,525, contemporary,370, contemporary-romance,250, young-adult,111, chick-lit
23418947,      Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,4.59,4046, non-fiction,970, memoir,662, social-justice,555, race,499, politics,382, history
6976,      The Mermaid Chair,Sue Monk Kidd,3.17,1382, fiction,184, romance,170, chick-lit,126, contemporary,114, adult-fiction,83, adult
34211474,      La princesa de papel,Yuliss M. Priego,4,1963, romance,1374, new-adult,981, contemporary,877, young-adult,324, high-school,255, contemporary-romance
3390246,      Change of Heart,Jodi Picoult,3.93,1077, fiction,201, contemporary,170, chick-lit,127, adult-fiction,117, drama,116, adult
15845364,      Uncle Toms Cabin,Harriet Beecher Stowe,3.87,6609, classics,2800, fiction,1386, historical-fiction,457, literature,343, historical,277, american
18513,      The Silmarillion,Christopher Tolkien,3.93,13718, fantasy,3188, fiction,1808, classics,476, high-fantasy,433, science-fiction-fantasy,409, epic-fantasy
31135382,      The Butterfly Garden,Mel Foster,4.03,1083, thriller,1005, horror,863, mystery,742, fiction,400, mystery-thriller,344, crime
9642954,      Faithful Place,Tana French,3.98,2361, mystery,1099, fiction,508, crime,431, mystery-thriller,349, ireland,320, thriller
16279698,      Falling Kingdoms,Morgan Rhodes,3.79,4368, fantasy,1713, young-adult,515, magic,442, romance,399, high-fantasy,375, young-adult-fantasy
10240738,      Hyperion,Gary Ruddell,4.23,5317, science-fiction,1844, fiction,1021, fantasy,420, space-opera,408, science-fiction-fantasy,177, audiobook
11036388,      Killing Lincoln: The Shocking Assassination That Changed America Forever,Martin Dugard,4.02,1383, history,980, non-fiction,372, biography,195, historical,168, american-history,151, civil-war
27212432,      This Savage Song,Thérèse Plummer,4.05,4384, fantasy,2467, young-adult,761, paranormal,758, dystopia,479, urban-fantasy,405, fiction
2444203,      The Summoning,Kelley Armstrong,4.02,2741, young-adult,2072, fantasy,1871, paranormal,875, urban-fantasy,662, supernatural,513, magic
22313295,      A Midsummer Nights Dream,Wolfgang Clemen,3.95,12483, classics,6701, plays,2523, fiction,1899, drama,1791, fantasy,1149, school
11548538,      The Power of Six,Pittacus Lore,4.16,1569, young-adult,1191, fantasy,938, science-fiction,404, aliens,400, fiction,237, adventure
18929084,      The Retribution of Mara Dyer,Michelle Hodkin,4.08,1146, young-adult,770, paranormal,664, fantasy,574, romance,283, mystery,141, fiction
7362570,      The Woman in White,Camille Cauti,3.99,5858, classics,2375, mystery,2022, fiction,905, gothic,435, horror,392, 19th-century
25592371,      End of Days,Caitlin Davies,4.08,1617, fantasy,1506, young-adult,979, angels,779, dystopia,755, paranormal,680, romance
10250495,      Sabriel,Tim Curry,4.15,10580, fantasy,3505, young-adult,1354, fiction,634, magic,440, adventure,440, high-fantasy
8713857,      Paranormalcy,Kiersten White,3.89,1932, young-adult,1734, paranormal,1561, fantasy,726, romance,661, vampires,425, urban-fantasy
20753858,      Opposition,Jennifer L. Armentrout,4.38,1181, young-adult,962, paranormal,885, romance,836, fantasy,746, aliens,438, science-fiction
5126859,      The Girl Who Chased the Moon,Sarah Addison Allen,3.97,1049, fiction,888, magical-realism,599, fantasy,508, romance,420, chick-lit,192, contemporary
2163536,      The Awakening,Kate Chopin,3.66,5591, classics,2895, fiction,981, feminism,514, school,454, literature,335, historical-fiction
10176,      Dress Your Family in Corduroy and Denim,David Sedaris,4.1,2521, humor,2051, non-fiction,1391, memoir,956, essays,566, short-stories,401, comedy
26892307,      A Thousand Pieces of You,Claudia Gray,3.9,1764, young-adult,1232, science-fiction,870, fantasy,867, romance,335, time-travel,276, fiction
26889576,      The Big Short: Inside the Doomsday Machine,Michael   Lewis,4.28,2472, non-fiction,1319, business,1078, economics,980, finance,643, history,214, politics
2293666,      Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.63,3926, non-fiction,583, sociology,508, politics,467, economics,301, memoir,187, social-justice
832795,      Pet Sematary,Stephen King,4,9911, horror,2830, fiction,801, thriller,457, fantasy,368, paranormal,355, audiobook
34662685,      Art of Hearing Heartbeats,Jan-Philipp Sendker,4.01,768, fiction,282, historical-fiction,211, romance,126, book-club,91, asia,64, adult-fiction
8125684,      Those Who Save Us,Jenna Blum,4.12,1549, historical-fiction,690, fiction,300, holocaust,294, world-war-ii,202, historical,136, war
30240773,      Three Dark Crowns,Kendare Blake,3.83,4822, fantasy,2138, young-adult,439, fiction,436, young-adult-fantasy,367, magic,321, romance
2972682,      Sundays at Tiffanys,Gabrielle Charbonnet,3.77,702, romance,580, fiction,252, chick-lit,168, fantasy,104, contemporary,98, adult
2067687,      The Drawing of the Three,Phil Hale,4.21,6462, fantasy,2211, fiction,1905, horror,635, science-fiction,312, adventure,300, westerns
15803761,      The Immortal Rules,Julie Kagawa,4.07,1692, vampires,1640, young-adult,1259, fantasy,1163, paranormal,917, dystopia,473, romance
6583255,      Darkly Dreaming Dexter,Jeff Lindsay,3.89,1469, fiction,1320, mystery,925, thriller,871, crime,778, horror,224, mystery-thriller
8302721,      The Blade Itself,Joe Abercrombie,4.16,10849, fantasy,1174, fiction,531, epic-fantasy,350, high-fantasy,246, dark-fantasy,243, adventure
33308607,      Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls (and Everything in Between),Lauren Graham,3.95,2323, non-fiction,1276, memoir,1024, audiobook,658, biography,392, humor,248, autobiography
11244910,      Calebs Crossing,Geraldine Brooks,3.82,1790, historical-fiction,841, fiction,243, historical,117, audiobook,82, book-club,69, adult-fiction
10238674,      The Winter Sea,Susanna Kearsley,4.08,2259, historical-fiction,940, romance,683, fiction,527, historical,387, time-travel,292, scotland
1146177,      Infidel,Ayaan Hirsi Ali,4.19,1639, non-fiction,794, memoir,739, biography,520, religion,359, africa,267, politics
7559,      Candide: or  Optimism,Michael  Wood,3.77,7192, classics,3683, fiction,2803, philosophy,1105, france,774, literature,529, humor
56867,      Juan Salvador Gaviota,Richard Bach,3.84,2653, fiction,1310, classics,822, philosophy,468, fantasy,394, spirituality,280, inspirational
21531761,      What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.14,4782, non-fiction,3979, science,1250, humor,316, audiobook,197, physics,163, comedy
176651,      The Mists Of Avalon,Marion Zimmer Bradley,4.11,9006, fantasy,2173, fiction,1555, historical-fiction,608, arthurian,471, mythology,451, science-fiction-fantasy
10891018,      The Haunting of Hill House,Laura   Miller,3.84,8423, horror,3686, classics,2923, fiction,1139, gothic,823, mystery,714, paranormal
12425308,      A Dirty Job,Fisher Stevens,4.04,1541, humor,1512, fiction,1334, fantasy,363, comedy,317, paranormal,303, urban-fantasy
424829,      A Separate Peace,John Knowles,3.58,4070, classics,3088, fiction,1227, young-adult,749, historical-fiction,638, school,382, coming-of-age
25859634,      The Indigo Spell,Richelle Mead,4.37,1784, young-adult,1457, vampires,1337, fantasy,1101, paranormal,824, romance,441, magic
31521391,      The Rose & the Dagger,Renée Ahdieh,4.08,3274, fantasy,1768, young-adult,1238, romance,674, retellings,321, magic,288, young-adult-fantasy
35162756,      The Sparrow,Mary Doria Russell,4.12,2258, science-fiction,1582, fiction,387, fantasy,332, religion,249, science-fiction-fantasy,129, speculative-fiction
29739387,      All the Missing Girls,Megan Miranda,3.77,1364, mystery,873, thriller,819, fiction,485, mystery-thriller,312, suspense,251, audiobook
18428067,      A Constellation of Vital Phenomena,Anthony Marra,4.09,1396, fiction,949, historical-fiction,292, war,248, russia,201, literary-fiction,145, historical
21538189,      Half Bad,Sally Green,3.78,2150, fantasy,1475, young-adult,477, paranormal,350, magic,311, witches,269, fiction
16650383,      Lone Wolf,Jodi Picoult,3.71,772, fiction,165, contemporary,108, adult-fiction,82, chick-lit,81, drama,80, adult
8757346,      Feed,M.T. Anderson,3.55,1986, young-adult,1284, science-fiction,823, dystopia,702, fiction,202, teen,147, fantasy
929517,      The Sound And The Fury,William Faulkner,3.86,4775, classics,3382, fiction,719, literature,414, novels,392, american,219, 20th-century
17178,      The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,Ralph Ellison,3.86,4774, classics,3381, fiction,718, literature,414, novels,392, american,219, 20th-century
7897561,      Lover Eternal,J.R. Ward,4.34,2651, romance,2595, paranormal,2372, vampires,2370, paranormal-romance,1205, fantasy,657, urban-fantasy
23168325,      Euphoria,Lily King,3.84,1376, fiction,1366, historical-fiction,193, anthropology,187, historical,145, audiobook,144, literary-fiction
17883719,      Mad About the Boy,Helen Fielding,3.36,766, chick-lit,587, fiction,384, romance,198, humor,153, contemporary,75, audiobook
24870103,      The Last Star,Ben Yannette,3.63,1231, young-adult,817, science-fiction,696, dystopia,309, aliens,280, fiction,217, fantasy
6931274,      Push,Sapphire,3.84,1059, fiction,253, young-adult,175, contemporary,160, african-american,109, abuse,97, adult-fiction
4111868,      North and South,Sally Shuttleworth,4.13,6486, classics,1718, fiction,1393, romance,989, historical-fiction,424, historical,421, 19th-century
4751010,      American Wife,Kimberly Farr,3.75,1015, fiction,285, historical-fiction,102, chick-lit,95, politics,83, contemporary,66, historical
6708,      The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.13,1992, self-help,1844, non-fiction,1700, spirituality,715, philosophy,593, psychology,508, personal-development
24548849,      The Hounds of the Baskervilles,Arthur Conan Doyle,4.12,6500, classics,5190, mystery,3106, fiction,1232, crime,543, detective,383, mystery-thriller
23287204,      Don Quixote,Edith Grossman,3.88,9181, classics,4381, fiction,987, literature,579, spanish-literature,524, adventure,473, novels
1438312,      A Wizard of Earthsea,Ursula K. Le Guin,3.99,13765, fantasy,2509, fiction,1517, young-adult,956, classics,535, science-fiction-fantasy,454, magic
24331409,      Snow Like Ashes,Sara Raasch,3.9,3969, fantasy,1833, young-adult,620, romance,503, magic,332, young-adult-fantasy,321, high-fantasy
13064072,      Blood Red Road,Moira Young,3.91,1811, young-adult,1476, dystopia,627, fantasy,459, romance,442, science-fiction,381, post-apocalyptic
4836308,      The Physick Book of Deliverance Dane,Katherine Howe,3.71,1385, historical-fiction,983, fiction,551, fantasy,321, mystery,295, historical,280, witches
17471109,      Broken Harbour,Tana French,3.94,2016, mystery,907, fiction,493, crime,367, mystery-thriller,299, ireland,292, thriller
16171207,      Broken Harbor,Tana French,3.94,2017, mystery,908, fiction,493, crime,367, mystery-thriller,299, ireland,292, thriller
12513614,      Captive in the Dark,C.J. Roberts,3.98,1044, dark,757, erotica,738, romance,687, bdsm,330, adult,297, contemporary
3318765,      Wizards First Rule,Terry Goodkind,4.12,9472, fantasy,1000, fiction,521, epic-fantasy,342, high-fantasy,303, science-fiction-fantasy,267, magic
22006767,      My True Love Gave To Me: Twelve Holiday Stories,Stephanie Perkins,3.69,1439, young-adult,1086, short-stories,1006, romance,780, christmas,763, contemporary,331, anthologies
17554411,      Reason to Breathe,Kate Rudd,4.22,945, romance,894, young-adult,438, contemporary,393, new-adult,360, abuse,154, contemporary-romance
9317452,      Rivers of London,Ben Aaronovitch,3.87,4657, fantasy,2419, urban-fantasy,1645, mystery,1183, fiction,813, crime,571, paranormal
22750073,      The Windup Girl,Paolo Bacigalupi,3.75,2703, science-fiction,1235, fiction,734, dystopia,463, steampunk,389, fantasy,229, post-apocalyptic
19793527,      Persepolis I & II,Marjane Satrapi,4.38,4481, graphic-novels,1901, non-fiction,1821, comics,1174, memoir,643, biography,506, history
1272465,      Persepolis,Marjane Satrapi,4.38,4478, graphic-novels,1900, non-fiction,1821, comics,1174, memoir,642, biography,506, history
18210002,      Bully,Penelope Douglas,4.09,1903, romance,1467, new-adult,721, contemporary,646, young-adult,425, high-school,378, contemporary-romance
17256,      The Crucible: A Play in Four Acts,Christopher Bigsby,3.59,8287, classics,4947, plays,2559, fiction,2411, historical-fiction,1466, drama,1428, school
617498,      The Crucible,Arthur  Miller,3.59,8288, classics,4947, plays,2561, fiction,2411, historical-fiction,1466, drama,1427, school
12279393,      Hounded,Luke Daniels,4.08,3625, fantasy,3034, urban-fantasy,628, paranormal,527, fiction,489, magic,461, mythology
69389,      Onze Minutos,Paulo Coelho,3.7,1275, fiction,349, romance,256, novels,227, contemporary,149, philosophy,90, literature
12785610,      The Magician King,Lev Grossman,3.91,4330, fantasy,1097, fiction,363, magic,329, urban-fantasy,217, science-fiction-fantasy,211, audiobook
14748,      Good in Bed,Jennifer Weiner,3.73,2107, chick-lit,1212, fiction,582, romance,210, contemporary,144, adult-fiction,125, adult
25489413,      I Was Here,Gayle Forman,3.76,1386, young-adult,886, contemporary,429, romance,383, fiction,253, realistic-fiction,173, mental-health
6834410,      The Imperfectionists,Tom Rachman,3.55,1322, fiction,163, short-stories,135, italy,114, contemporary,97, literary-fiction,88, journalism
13562049,      Sweet Tooth,Ian McEwan,3.42,1019, fiction,340, historical-fiction,141, mystery,116, literary-fiction,109, british-literature,99, espionage
11421242,      Passion,Lauren Kate,3.88,1823, young-adult,1443, fantasy,1172, angels,989, romance,940, paranormal,329, paranormal-romance
20733636,      Finding Cinderella,Colleen Hoover,4.24,1042, romance,676, new-adult,458, young-adult,448, contemporary,302, novella,171, contemporary-romance
866611,      The House of the Scorpion,Nancy Farmer,4.08,1885, young-adult,1192, science-fiction,689, dystopia,630, fiction,336, fantasy,186, teen
18709675,      Pines,Paul Michael Garcia,3.92,997, thriller,955, mystery,838, fiction,812, science-fiction,801, horror,281, mystery-thriller
4207,      White Teeth,Zadie Smith,3.78,3487, fiction,606, contemporary,366, novels,292, literary-fiction,282, british-literature,228, literature
7059330,      Dewey: The Small-Town Library Cat Who Touched the World,Bret Witter,3.86,1575, non-fiction,696, animals,365, memoir,359, cats,327, biography,94, adult
16140036,      This Man,Andrea Fischer,4.1,1012, romance,503, erotica,290, contemporary-romance,281, contemporary,229, bdsm,218, adult
10803710,      The Alloy of Law,Brandon Sanderson,4.2,7742, fantasy,675, fiction,536, steampunk,320, epic-fantasy,282, high-fantasy,220, audiobook
1102116,      Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.32,2638, fiction,1712, historical-fiction,1217, africa,419, nigeria,415, war,338, historical
26879131,      End of Watch,Stephen King,4.08,994, horror,896, fiction,717, thriller,549, mystery,346, crime,280, audiobook
2337399,      The Murder of Roger Ackroyd,Robin  Bailey,4.24,5361, mystery,1904, fiction,1363, classics,1205, crime,545, mystery-thriller,428, detective
17160326,      After Dark,Jay Rubin,3.71,2106, fiction,760, japan,556, japanese-literature,526, magical-realism,417, contemporary,231, novels
2154456,      Oliver Twist,Garth Nix,3.87,11908, classics,3823, fiction,761, historical-fiction,709, literature,435, novels,409, 19th-century
3466,      The Wedding,Nicholas Sparks,3.98,1666, romance,846, fiction,380, chick-lit,175, contemporary,113, adult,105, adult-fiction
8139322,      De bruiloft,Annemarie Verbeek,3.98,1667, romance,846, fiction,380, chick-lit,175, contemporary,113, adult,105, adult-fiction
13052956,      The Buddha in the Attic,Julie Otsuka,3.63,1087, historical-fiction,1012, fiction,339, japan,196, historical,95, asia,77, adult-fiction
11687451,      The Litigators,John Grisham,3.81,855, fiction,222, thriller,221, mystery,209, legal-thriller,102, crime,81, audiobook
8117684,      Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,4.23,4092, writing,2749, non-fiction,565, memoir,199, self-help,184, essays,184, reference
18478186,      More Than This,Patrick Ness,3.98,1771, young-adult,931, science-fiction,812, lgbt,580, fiction,488, dystopia,334, fantasy
9811998,      Child 44,Dennis Boutsikaris,4.09,1067, fiction,948, historical-fiction,813, mystery,755, thriller,473, crime,285, russia
23617925,      Girl Online,Zoe Sugg,3.7,590, young-adult,485, contemporary,402, romance,123, fiction,93, chick-lit,51, young-adult-contemporary
25782255,      Stars Above,Marissa Meyer,4.2,1906, young-adult,1837, fantasy,1252, science-fiction,682, short-stories,626, retellings,588, romance
21442559,      Lick,Andi Arndt,4.11,1791, romance,1088, new-adult,674, contemporary,568, contemporary-romance,395, music,199, adult
20670382,      The First Fifteen Lives of Harry August,Claire North,4.02,1432, science-fiction,1331, fiction,1099, fantasy,780, time-travel,240, historical-fiction,238, audiobook
18465945,      Maisie Dobbs,Jacqueline Winspear,3.91,3451, mystery,1767, historical-fiction,1070, fiction,437, historical,312, audiobook,260, historical-mystery
26256546,      The Opportunist,Tarryn Fisher,4.21,885, romance,595, new-adult,414, contemporary,236, contemporary-romance,112, adult,101, chick-lit
22548087,      The Vacationers,Kristen Sieh,3.16,951, fiction,183, contemporary,134, chick-lit,101, adult-fiction,96, adult,76, audiobook
17200687,      Rule,Jay Crownover,4.13,1412, romance,1381, new-adult,521, contemporary,357, contemporary-romance,246, college,133, young-adult
